subject_id,date,session,left,right,has_right,has_left,date_parsed,day_of_week,day_name,session_hour,work_type
103,13-10-2025,09-30-00,1193.714,1196.256,1,1,2025-10-13,0,Monday,9,BO
103,13-10-2025,11-30-00,1196.58,1166.458,1,1,2025-10-13,0,Monday,11,BO
103,13-10-2025,13-30-00,1185.192,532.679,1,1,2025-10-13,0,Monday,13,BO
103,14-10-2025,09-30-00,1195.876,1194.548,1,1,2025-10-14,1,Tuesday,9,BO
103,14-10-2025,11-00-00,1195.416,1188.524,1,1,2025-10-14,1,Tuesday,11,BO
103,14-10-2025,14-00-01,1193.82,,0,1,2025-10-14,1,Tuesday,14,BO
103,15-10-2025,09-00-01,1194.957,1197.536,1,1,2025-10-15,2,Wednesday,9,BO
103,15-10-2025,11-00-00,1197.185,1196.101,1,1,2025-10-15,2,Wednesday,11,BO
103,15-10-2025,13-00-00,1170.694,600.409,1,1,2025-10-15,2,Wednesday,13,BO
103,15-10-2025,13-40-00,1192.869,,0,1,2025-10-15,2,Wednesday,13,BO
103,16-10-2025,10-30-00,1168.919,1196.993,1,1,2025-10-16,3,Thursday,10,BO
103,16-10-2025,11-30-00,,731.572,1,0,2025-10-16,3,Thursday,11,BO
103,16-10-2025,12-30-00,,1128.062,1,0,2025-10-16,3,Thursday,12,BO
103,17-10-2025,09-00-00,1191.64,1196.362,1,1,2025-10-17,4,Friday,9,BO
103,17-10-2025,11-00-00,1193.967,1190.955,1,1,2025-10-17,4,Friday,11,BO
103,17-10-2025,12-00-00,106.885,1193.943,1,1,2025-10-17,4,Friday,12,BO
103,17-10-2025,13-30-00,,1186.791,1,0,2025-10-17,4,Friday,13,BO
104,13-10-2025,14-30-00,1191.211,1194.95,1,1,2025-10-13,0,Monday,14,FO
104,13-10-2025,16-00-01,1191.257,1179.355,1,1,2025-10-13,0,Monday,16,FO
104,13-10-2025,17-30-00,1194.953,1193.065,1,1,2025-10-13,0,Monday,17,FO
104,13-10-2025,18-30-00,722.706,1177.409,1,1,2025-10-13,0,Monday,18,FO
104,14-10-2025,14-30-00,1188.656,1189.408,1,1,2025-10-14,1,Tuesday,14,FO
104,14-10-2025,15-30-00,1190.734,1192.08,1,1,2025-10-14,1,Tuesday,15,FO
104,14-10-2025,16-30-00,1197.587,1195.492,1,1,2025-10-14,1,Tuesday,16,FO
104,14-10-2025,17-30-00,1196.468,1197.793,1,1,2025-10-14,1,Tuesday,17,FO
104,15-10-2025,14-30-00,1193.33,1162.693,1,1,2025-10-15,2,Wednesday,14,FO
104,15-10-2025,16-00-00,1189.527,1193.778,1,1,2025-10-15,2,Wednesday,16,FO
104,15-10-2025,17-00-00,1194.426,1191.888,1,1,2025-10-15,2,Wednesday,17,FO
104,15-10-2025,18-00-00,235.235,1195.075,1,1,2025-10-15,2,Wednesday,18,FO
104,16-10-2025,15-00-01,1188.535,1197.407,1,1,2025-10-16,3,Thursday,15,FO
104,16-10-2025,16-30-00,1159.99,1143.706,1,1,2025-10-16,3,Thursday,16,FO
104,16-10-2025,17-30-00,1192.207,1194.648,1,1,2025-10-16,3,Thursday,17,FO
104,16-10-2025,18-30-00,152.768,1192.886,1,1,2025-10-16,3,Thursday,18,FO
104,17-10-2025,15-00-01,1191.187,1184.116,1,1,2025-10-17,4,Friday,15,FO
104,17-10-2025,16-00-00,1196.417,1190.926,1,1,2025-10-17,4,Friday,16,FO
104,17-10-2025,17-00-00,1191.959,1192.66,1,1,2025-10-17,4,Friday,17,FO
104,17-10-2025,18-00-00,111.399,1197.808,1,1,2025-10-17,4,Friday,18,FO
105,13-10-2025,14-30-00,1196.966,1195.013,1,1,2025-10-13,0,Monday,14,FO
105,13-10-2025,16-00-00,,1184.599,1,0,2025-10-13,0,Monday,16,FO
105,13-10-2025,17-00-00,1197.742,1147.758,1,1,2025-10-13,0,Monday,17,FO
105,13-10-2025,18-00-00,1171.637,1173.598,1,1,2025-10-13,0,Monday,18,FO
105,15-10-2025,15-00-01,1192.48,1192.124,1,1,2025-10-15,2,Wednesday,15,FO
105,15-10-2025,16-30-00,1197.833,1194.898,1,1,2025-10-15,2,Wednesday,16,FO
105,15-10-2025,17-30-00,1193.685,1193.685,1,1,2025-10-15,2,Wednesday,17,FO
105,15-10-2025,18-10-00,1197.257,1195.262,1,1,2025-10-15,2,Wednesday,18,FO
105,16-10-2025,14-30-00,1192.742,,0,1,2025-10-16,3,Thursday,14,FO
105,16-10-2025,15-00-00,1079.767,,0,1,2025-10-16,3,Thursday,15,FO
105,16-10-2025,16-30-00,1108.013,,0,1,2025-10-16,3,Thursday,16,FO
105,17-10-2025,14-30-00,1195.654,,0,1,2025-10-17,4,Friday,14,FO
105,17-10-2025,15-30-00,1196.038,,0,1,2025-10-17,4,Friday,15,FO
105,17-10-2025,17-00-00,1189.121,,0,1,2025-10-17,4,Friday,17,FO
105,17-10-2025,18-00-00,1197.969,,0,1,2025-10-17,4,Friday,18,FO
106,13-10-2025,10-30-01,1194.014,1198.84,1,1,2025-10-13,0,Monday,10,FO
106,13-10-2025,11-30-00,1191.076,1194.243,1,1,2025-10-13,0,Monday,11,FO
106,13-10-2025,12-30-00,1157.467,1186.68,1,1,2025-10-13,0,Monday,12,FO
106,13-10-2025,13-30-00,1186.797,1132.439,1,1,2025-10-13,0,Monday,13,FO
106,14-10-2025,15-00-00,1196.135,1173.856,1,1,2025-10-14,1,Tuesday,15,FO
106,14-10-2025,16-00-00,1191.056,1195.446,1,1,2025-10-14,1,Tuesday,16,FO
106,14-10-2025,17-00-00,1179.703,1184.322,1,1,2025-10-14,1,Tuesday,17,FO
106,14-10-2025,18-00-00,1092.262,1153.257,1,1,2025-10-14,1,Tuesday,18,FO
106,15-10-2025,14-30-00,1188.771,1194.194,1,1,2025-10-15,2,Wednesday,14,FO
106,15-10-2025,15-30-00,1097.672,1143.67,1,1,2025-10-15,2,Wednesday,15,FO
106,15-10-2025,16-30-00,1185.633,1194.128,1,1,2025-10-15,2,Wednesday,16,FO
106,16-10-2025,09-30-01,1196.652,1193.618,1,1,2025-10-16,3,Thursday,9,FO
106,16-10-2025,10-30-00,1191.262,1120.847,1,1,2025-10-16,3,Thursday,10,FO
106,16-10-2025,12-00-00,1191.641,1188.26,1,1,2025-10-16,3,Thursday,12,FO
106,16-10-2025,13-00-01,1190.546,1187.643,1,1,2025-10-16,3,Thursday,13,FO
106,17-10-2025,15-30-00,1193.233,1173.348,1,1,2025-10-17,4,Friday,15,FO
106,17-10-2025,16-30-01,1172.647,1195.619,1,1,2025-10-17,4,Friday,16,FO
106,17-10-2025,17-15-00,1188.388,1189.919,1,1,2025-10-17,4,Friday,17,FO
106,17-10-2025,18-15-00,1161.07,1193.288,1,1,2025-10-17,4,Friday,18,FO
107,13-10-2025,11-30-00,1195.916,1191.308,1,1,2025-10-13,0,Monday,11,FO
107,13-10-2025,12-30-01,1155.785,1174.16,1,1,2025-10-13,0,Monday,12,FO
107,13-10-2025,14-30-00,1196.758,1191.56,1,1,2025-10-13,0,Monday,14,FO
107,13-10-2025,15-30-00,1192.966,1187.491,1,1,2025-10-13,0,Monday,15,FO
107,14-10-2025,15-00-01,1095.064,1187.272,1,1,2025-10-14,1,Tuesday,15,FO
107,14-10-2025,16-00-00,1195.223,1146.847,1,1,2025-10-14,1,Tuesday,16,FO
107,14-10-2025,17-00-00,1198.635,1155.783,1,1,2025-10-14,1,Tuesday,17,FO
107,14-10-2025,18-00-00,1197.224,1169.476,1,1,2025-10-14,1,Tuesday,18,FO
107,15-10-2025,10-30-00,1194.478,,0,1,2025-10-15,2,Wednesday,10,FO
107,15-10-2025,12-00-01,1193.211,,0,1,2025-10-15,2,Wednesday,12,FO
107,15-10-2025,14-30-00,1193.345,,0,1,2025-10-15,2,Wednesday,14,FO
107,15-10-2025,15-30-00,1104.594,,0,1,2025-10-15,2,Wednesday,15,FO
107,16-10-2025,11-30-00,1189.85,1190.974,1,1,2025-10-16,3,Thursday,11,FO
107,16-10-2025,12-30-00,1133.636,1166.122,1,1,2025-10-16,3,Thursday,12,FO
107,16-10-2025,14-30-00,1126.823,1197.341,1,1,2025-10-16,3,Thursday,14,FO
107,16-10-2025,15-30-00,1193.384,,0,1,2025-10-16,3,Thursday,15,FO
107,17-10-2025,09-00-00,1103.263,1196.313,1,1,2025-10-17,4,Friday,9,FO
